Expert_ID,Q_ID,SPP_ID,Q5th,Q50th,Q95th
12,2A,12,1200,1300,1500
13,2A,12,1200,1300,1350
14,2A,12,1000,1200,1300
16,2A,12,1250,1300,1350
17,2A,12,1100,1300,1400
5,2A,14,1900,2200,2228
7,2A,14,1900,2000,2228
9,2A,14,1600,1800,1900
11,2A,14,1800,1950,2100
13,2A,14,1900,2000,2228
17,2A,14,1950,2100,2228
1,2A,15,1200,1500,1600
2,2A,15,1800,1950,2100
3,2A,15,1500,1800,2000
4,2A,15,1530,1650,1700
5,2A,15,1500,2050,2200
6,2A,15,1300,2000,2100
7,2A,15,1800,1900,2100
8,2A,15,1400,1500,1520
9,2A,15,1400,1600,2000
10,2A,15,1300,2000,2100
11,2A,15,1500,1850,2100
12,2A,15,1600,1700,2000
13,2A,15,1950,2050,2100
14,2A,15,1520,1900,2100
16,2A,15,2000,2050,2100
17,2A,15,1800,2050,2100
1,2A,16,1800,1900,1950
2,2A,16,1500,1800,1950
3,2A,16,1800,2100,2228
4,2A,16,1650,1700,1850
5,2A,16,1850,1900,1950
6,2A,16,1700,1800,2000
8,2A,16,1500,1700,1800
9,2A,16,1600,1700,1800
10,2A,16,1700,1800,2000
11,2A,16,1800,1900,1950
12,2A,16,1700,1800,1900
13,2A,16,1800,1900,2000
16,2A,16,1750,1850,1900
17,2A,16,1600,1750,1800
1,2A,17,1900,2000,2100
2,2A,17,2000,2050,2100
3,2A,17,2000,2100,2228
4,2A,17,2020,2080,2100
5,2A,17,1700,2100,2200
6,2A,17,1900,1950,2000
7,2A,17,2000,2200,2228
8,2A,17,1900,2000,2200
9,2A,17,1700,1800,1900
10,2A,17,1900,1950,2000
11,2A,17,2000,2100,2200
12,2A,17,1950,2050,2150
13,2A,17,2000,2100,2200
14,2A,17,1900,2100,2220
16,2A,17,1889,1890,2100
17,2A,17,2000,2100,2150
1,2A,19,1950,2000,2100
2,2A,19,1900,2000,2200
3,2A,19,1900,2100,2228
4,2A,19,2050,2120,2180
5,2A,19,2200,2228,2228
6,2A,19,2226,2227,2228
7,2A,19,1950,2100,2228
8,2A,19,2100,2150,2200
9,2A,19,1900,2200,2228
10,2A,19,2226,2227,2228
11,2A,19,1850,2000,2150
12,2A,19,1900,2227,2228
13,2A,19,2000,2100,2228
14,2A,19,1980,2100,2150
15,2A,19,1800,2000,2200
16,2A,19,1970,2190,2196
17,2A,19,1900,1950,2050
2,2A,20,1850,2000,2100
3,2A,20,1700,1800,1893
4,2A,20,1850,2000,2100
5,2A,20,1800,1900,2100
6,2A,20,1800,2000,2228
7,2A,20,1800,1950,2050
8,2A,20,1600,1750,1800
9,2A,20,1700,1900,2000
10,2A,20,2000,2100,2228
11,2A,20,1750,1900,2000
12,2A,20,1950,2000,2100
13,2A,20,1900,2000,2100
14,2A,20,1900,2000,2200
15,2A,20,1800,1850,1900
16,2A,20,1800,1900,2200
17,2A,20,1800,1950,2000
5,2A,21,1900,1950,2100
7,2A,21,1800,1950,2050
9,2A,21,1800,1900,2000
11,2A,21,1800,1900,2000
13,2A,21,1850,1950,2200
17,2A,21,1900,1950,2100
1,2A,22,1800,2000,2100
2,2A,22,2000,2100,2200
3,2A,22,1800,1900,2228
4,2A,22,2100,2160,2180
5,2A,22,1600,2200,2228
6,2A,22,2190,2200,2228
7,2A,22,2000,2100,2228
8,2A,22,1700,1950,2000
9,2A,22,1700,1990,2200
10,2A,22,2190,2200,2228
11,2A,22,2000,2200,2220
12,2A,22,2160,2200,2228
13,2A,22,1900,2000,2228
14,2A,22,2200,2208,2228
15,2A,22,10,1055,2100
16,2A,22,1900,2000,2200
17,2A,22,2150,2190,2220
5,2A,23,1900,2100,2228
9,2A,23,1400,2000,2200
13,2A,23,2000,2200,2228
17,2A,23,1900,2000,2200
5,2A,24,1450,1550,1640
7,2A,24,1400,1600,1620
9,2A,24,1400,1450,1500
13,2A,24,1600,1610,1617
17,2A,24,1450,1500,1615
1,2A,25,1400,1500,1550
2,2A,25,1200,1300,1400
3,2A,25,1400,1550,1600
4,2A,25,1250,1400,1500
5,2A,25,1250,1400,1450
6,2A,25,1250,1400,1500
7,2A,25,1100,1300,1550
8,2A,25,1300,1550,1650
9,2A,25,1350,1400,1500
10,2A,25,1350,1400,1500
11,2A,25,1450,1500,1620
12,2A,25,1300,1400,1425
13,2A,25,1450,1500,1550
14,2A,25,1400,1550,1623
16,2A,25,1320,1380,1420
17,2A,25,1400,1500,1615
4,2A,26,1660,1660,1800
8,2A,26,2040,2075,2100
1,2A,27,1900,1990,2100
3,2A,27,2000,2200,2200
4,2A,27,1850,1950,2150
5,2A,27,1900,1990,2100
6,2A,27,1900,2000,2228
8,2A,27,1700,1950,2000
9,2A,27,1850,1900,2000
10,2A,27,1900,2000,2228
11,2A,27,2000,2100,2220
12,2A,27,1950,2200,2228
13,2A,27,2000,2100,2200
15,2A,27,1800,2000,2200
16,2A,27,1900,2050,2200
17,2A,27,1800,2050,2100
2,2A,28,1150,1230,1250
3,2A,28,900,1100,1256
4,2A,28,1180,1240,1260
5,2A,28,1200,1230,1240
6,2A,28,1229,1230,1231
7,2A,28,1200,1230,1300
8,2A,28,1100,1300,1350
9,2A,28,1500,1700,1800
10,2A,28,1229,1230,1231
11,2A,28,1200,1250,1300
12,2A,28,1200,1250,1300
13,2A,28,1200,1230,1250
14,2A,28,1150,1230,1300
15,2A,28,1100,1165,1230
16,2A,28,1190,1230,1250
17,2A,28,1150,1230,1300
4,2A,29,1400,1450,1480
8,2A,29,1600,1750,1800
14,2A,29,1970,1980,1986
1,2A,30,1500,1550,1560
2,2A,30,1000,1200,1550
3,2A,30,1300,1400,1550
4,2A,30,1100,1210,1320
5,2A,30,1400,1550,1560
6,2A,30,1300,1500,1560
7,2A,30,900,1100,1565
8,2A,30,1300,1350,1600
9,2A,30,1300,1450,1500
10,2A,30,1300,1500,1560
11,2A,30,1300,1400,1550
12,2A,30,1530,1560,1567
13,2A,30,1500,1560,1600
14,2A,30,1000,1200,1560
16,2A,30,1400,1470,1500
17,2A,30,1200,1300,1400
1,2A,31,2000,2150,2200
2,2A,31,1950,2050,2200
3,2A,31,2000,2100,2228
4,2A,31,1900,2050,2228
5,2A,31,2100,2200,2228
6,2A,31,2226,2227,2228
7,2A,31,2000,2100,2228
8,2A,31,1800,2000,2000
9,2A,31,1700,1900,2000
10,2A,31,2226,2227,2228
11,2A,31,1900,2000,2100
12,2A,31,1900,2200,2228
13,2A,31,1600,1700,1800
14,2A,31,2000,2100,2220
16,2A,31,1900,2100,2225
17,2A,31,2000,2050,2150
1,2A,32,1500,1600,1800
2,2A,32,1400,1650,1900
3,2A,32,1400,1800,1893
4,2A,32,1800,1875,1950
5,2A,32,1400,1800,1900
6,2A,32,1450,1500,1560
7,2A,32,1700,1800,1900
8,2A,32,1400,1750,1800
9,2A,32,1600,1700,1750
10,2A,32,1450,1500,1560
11,2A,32,1700,1750,1850
12,2A,32,1814,1850,1986
13,2A,32,1800,1900,1950
14,2A,32,1750,1820,1900
16,2A,32,1750,1800,1900
17,2A,32,1650,1750,1850
2,2A,33,1500,1590,1625
3,2A,33,1900,2128,2228
4,2A,33,1650,1685,1750
5,2A,33,1450,1550,1700
6,2A,33,1400,1500,1800
7,2A,33,1400,1550,1600
8,2A,33,1600,1700,1800
9,2A,33,1400,1590,1600
10,2A,33,1400,1500,1800
11,2A,33,1500,1600,1650
12,2A,33,1500,1600,1700
13,2A,33,1500,1650,1900
14,2A,33,1400,1590,1700
15,2A,33,1600,1700,1800
17,2A,33,1450,1590,1700
1,2A,34,1700,1800,1980
2,2A,34,1400,1500,1600
3,2A,34,1600,1750,1800
4,2A,34,1320,1550,1620
5,2A,34,1600,1700,1800
6,2A,34,1300,1700,2200
7,2A,34,1600,1750,1800
8,2A,34,1700,1800,1900
9,2A,34,1500,1600,1700
10,2A,34,1300,1700,2200
11,2A,34,1300,1650,1800
12,2A,34,1700,1800,1900
13,2A,34,1500,1650,1800
14,2A,34,1500,1600,1750
16,2A,34,1700,1800,1900
17,2A,34,1600,1700,1750
3,2A,35,800,950,1030
4,2A,35,1000,1100,1150
5,2A,35,1700,1750,1800
6,2A,35,1500,1550,1700
8,2A,35,1400,1550,1600
9,2A,35,1400,1500,1600
13,2A,35,1500,1580,1600
1,2A,36,1600,1750,1800
2,2A,36,1600,1750,1900
3,2A,36,1750,1750,1893
4,2A,36,1600,1750,1830
5,2A,36,1600,1750,1800
6,2A,36,1750,1800,1850
7,2A,36,1600,1750,1850
8,2A,36,1500,1780,1800
9,2A,36,1500,1700,1750
10,2A,36,1750,1800,1850
11,2A,36,1700,1750,1800
12,2A,36,1720,1780,1850
13,2A,36,1700,1780,1850
14,2A,36,1750,1770,1790
16,2A,36,1700,1750,1800
17,2A,36,1500,1700,1800
4,2A,37,1760,1820,1860
6,2A,37,1500,1800,2000
8,2A,37,1650,1700,1700
5,2B,1,1800,1950,2000
7,2B,1,1800,1900,2228
9,2B,1,1400,1600,1800
11,2B,1,1850,1900,1950
13,2B,1,1900,1900,2100
17,2B,1,1800,1850,1950
1,2B,2,1850,1900,1950
2,2B,2,2150,2200,2200
3,2B,2,2050,2100,2150
4,2B,2,1800,1870,1910
5,2B,2,1900,2000,2200
6,2B,2,1900,2100,2200
7,2B,2,2100,2150,2228
8,2B,2,1900,2100,2200
9,2B,2,2000,2200,2228
10,2B,2,1900,2200,2228
11,2B,2,2000,2100,2200
12,2B,2,2000,2150,2200
13,2B,2,2150,2200,2228
14,2B,2,2100,2200,2228
16,2B,2,1900,2150,2200
17,2B,2,2100,2190,2200
1,2B,3,1100,1300,1500
2,2B,3,1270,1270,1270
3,2B,3,850,1000,1030
4,2B,3,1100,1249,1250
5,2B,3,1200,1265,1270
6,2B,3,1200,1249,1269
8,2B,3,900,1270,1400
9,2B,3,1600,1700,1800
10,2B,3,1249,1250,1269
11,2B,3,1100,1250,1270
12,2B,3,1200,1250,1270
13,2B,3,1100,1150,1200
16,2B,3,1240,1260,1270
3,2B,4,950,990,1000
4,2B,4,1250,1325,1400
5,2B,4,1150,1400,1600
6,2B,4,1200,1600,1617
8,2B,4,1350,1450,1500
9,2B,4,1300,1400,1500
13,2B,4,1000,1100,1150
1,2B,5,1750,1900,2100
2,2B,5,1900,2000,2100
3,2B,5,1550,2050,2150
4,2B,5,1800,2050,2100
5,2B,5,1250,2100,2200
6,2B,5,1700,2100,2200
7,2B,5,1900,2200,2228
8,2B,5,1800,1900,2000
9,2B,5,1600,1900,2100
10,2B,5,1700,2100,2228
11,2B,5,1900,1950,2200
12,2B,5,1900,2000,2100
13,2B,5,2000,2100,2200
14,2B,5,1900,2100,2200
16,2B,5,1900,2050,2200
17,2B,5,1850,1950,2100
3,2B,6,1500,1700,1800
4,2B,6,1720,1770,1820
5,2B,6,1450,1900,2250
6,2B,6,1700,1800,2000
8,2B,6,1800,1860,1900
9,2B,6,1300,1400,1500
1,2B,7,800,1150,1300
2,2B,7,1100,1250,1300
3,2B,7,950,1150,1250
4,2B,7,1000,1100,1220
5,2B,7,1100,1275,1300
6,2B,7,500,700,1000
7,2B,7,1000,1100,1250
8,2B,7,900,1200,1300
9,2B,7,800,1100,1200
10,2B,7,1000,1100,1200
11,2B,7,1000,1100,1250
12,2B,7,1100,1150,1250
13,2B,7,900,1100,1200
14,2B,7,1250,1250,1254
16,2B,7,1050,1150,1250
17,2B,7,1100,1150,1250
1,2B,8,1850,2190,2200
2,2B,8,2000,2100,2200
3,2B,8,1900,2150,2228
4,2B,8,1900,2200,2228
5,2B,8,1650,2228,2250
6,2B,8,1800,2000,2228
7,2B,8,1950,2100,2228
8,2B,8,1800,2100,2200
9,2B,8,1700,1900,2200
10,2B,8,1800,2000,2228
11,2B,8,1900,2000,2200
12,2B,8,2150,2227,2228
13,2B,8,2200,2225,2228
14,2B,8,1960,2100,2228
16,2B,8,2000,2150,2200
17,2B,8,2000,2050,2220
5,2B,9,1950,2000,21150
7,2B,9,1800,1950,2100
9,2B,9,1600,1800,1900
11,2B,9,1600,1750,1900
17,2B,9,1950,1950,2050
1,2B,10,2150,2200,2220
2,2B,10,1750,1850,1950
3,2B,10,2150,2175,2200
4,2B,10,1475,1600,1620
5,2B,10,1800,1900,1970
6,2B,10,1700,1800,1800
7,2B,10,1600,1800,2000
8,2B,10,1900,1950,2000
9,2B,10,1800,1900,1950
10,2B,10,1700,1800,1800
11,2B,10,1800,1850,1950
12,2B,10,1900,1970,2000
13,2B,10,1850,1950,2000
14,2B,10,1700,1700,1800
16,2B,10,1800,1850,1980
17,2B,10,1750,1800,1900
1,2B,12,1200,1300,1400
2,2B,12,1200,1300,1350
3,2B,12,950,1250,1300
4,2B,12,1050,1080,1100
5,2B,12,1200,1300,1400
6,2B,12,1300,1300,1400
7,2B,12,1200,1300,1400
8,2B,12,1100,1300,1300
9,2B,12,1300,1350,1400
10,2B,12,1300,1300,1400
11,2B,12,1100,1200,1300
12,2B,12,1200,1300,1500
13,2B,12,1200,1300,1350
14,2B,12,1000,1200,1300
16,2B,12,1100,1300,1350
17,2B,12,1150,1250,1400
5,2B,14,2000,2200,2228
7,2B,14,1900,2000,2228
9,2B,14,1700,1850,2000
11,2B,14,1800,1950,2100
13,2B,14,1900,2000,2228
17,2B,14,2000,2150,2228
1,2B,15,1200,1500,1600
2,2B,15,1800,1950,2100
3,2B,15,1550,1850,2000
4,2B,15,1500,1575,1700
5,2B,15,1550,2100,2250
6,2B,15,1400,1900,2000
7,2B,15,1800,1900,2100
8,2B,15,1300,1400,1450
9,2B,15,1500,1600,1900
10,2B,15,1400,1900,2000
11,2B,15,1500,1800,2000
12,2B,15,1600,1700,2000
13,2B,15,1400,1500,1700
14,2B,15,1400,1520,1600
16,2B,15,2000,2050,2100
17,2B,15,1900,2050,2100
1,2B,16,1800,1900,2000
2,2B,16,1600,1900,2000
3,2B,16,1850,2150,2228
4,2B,16,1700,1800,1900
5,2B,16,1900,1950,2000
6,2B,16,1700,1800,2000
8,2B,16,1500,1700,1800
9,2B,16,1600,1750,1800
10,2B,16,1700,1800,2000
11,2B,16,1850,1950,2000
12,2B,16,1750,1850,1950
13,2B,16,1800,1900,2000
16,2B,16,1800,1900,2100
17,2B,16,1650,1800,1900
1,2B,17,1900,2000,2100
2,2B,17,2000,2050,2100
3,2B,17,2000,2100,2228
4,2B,17,2020,2080,2100
5,2B,17,1700,2100,2200
6,2B,17,1900,1950,2000
7,2B,17,2000,2200,2228
8,2B,17,1900,2000,2200
9,2B,17,1700,1800,1900
10,2B,17,1900,1950,2000
11,2B,17,1850,1900,2200
12,2B,17,2000,2050,2150
13,2B,17,2000,2100,2200
14,2B,17,1900,2100,2220
16,2B,17,1889,1890,2100
17,2B,17,2000,2100,2150
1,2B,19,1950,2050,2100
2,2B,19,1900,2000,2200
3,2B,19,1905,2150,2228
4,2B,19,2070,2150,2185
5,2B,19,2200,2228,2228
6,2B,19,1800,1900,1900
7,2B,19,1950,2100,2228
8,2B,19,2100,2150,2200
9,2B,19,1900,2200,2228
10,2B,19,1800,1900,1900
11,2B,19,1850,2000,2150
12,2B,19,1900,2100,2150
13,2B,19,2000,2100,2228
14,2B,19,1980,2150,2200
15,2B,19,1700,1900,2100
16,2B,19,2000,2190,2196
17,2B,19,1950,2000,2100
2,2B,20,1850,2000,2100
3,2B,20,1750,1850,1893
4,2B,20,1700,1990,2000
5,2B,20,1850,1950,2150
6,2B,20,2200,2227,2228
7,2B,20,1800,1950,2228
8,2B,20,1400,1650,1700
9,2B,20,1700,1900,2000
10,2B,20,2200,2227,2228
11,2B,20,1800,1950,2100
12,2B,20,1950,2000,2100
13,2B,20,1900,2000,2100
14,2B,20,1900,2000,2200
16,2B,20,1800,1980,2200
17,2B,20,1900,2050,2100
5,2B,21,1950,2000,2100
7,2B,21,1800,1950,2050
9,2B,21,1800,2000,2100
11,2B,21,1800,1900,2000
13,2B,21,1850,1950,2200
17,2B,21,1950,2000,2100
1,2B,22,1900,2050,2200
2,2B,22,2000,2100,2200
3,2B,22,1800,1900,2228
4,2B,22,2150,2175,2190
5,2B,22,1600,2200,2228
6,2B,22,2190,2200,2228
7,2B,22,2000,2100,2228
8,2B,22,1700,1950,2000
9,2B,22,1800,1900,2200
10,2B,22,2190,2200,2228
11,2B,22,2000,2200,2220
12,2B,22,2160,2200,2228
13,2B,22,1900,2000,2228
14,2B,22,2200,2208,2228
16,2B,22,1900,2000,2200
17,2B,22,2100,2120,2220
5,2B,23,1950,2150,2228
9,2B,23,1400,2000,2200
13,2B,23,2000,2200,2228
17,2B,23,1950,2050,2200
5,2B,24,1500,1550,1640
7,2B,24,1400,1600,1620
9,2B,24,1400,1450,1600
13,2B,24,1600,1610,1617
17,2B,24,1500,1550,1615
1,2B,25,1400,1500,1550
2,2B,25,1250,1350,1400
3,2B,25,1450,1600,1650
4,2B,25,1300,1450,1500
5,2B,25,1350,1400,1450
6,2B,25,1300,1400,1550
7,2B,25,1200,1350,1550
8,2B,25,1400,1600,1700
9,2B,25,1380,1400,1500
10,2B,25,1400,1400,1500
11,2B,25,1300,1450,1620
12,2B,25,1400,1425,1500
13,2B,25,1450,1500,1550
14,2B,25,1450,1550,1623
15,2B,25,1300,1350,1400
16,2B,25,1320,1380,1420
17,2B,25,1500,1550,1615
4,2B,26,1600,1775,1850
8,2B,26,1800,1850,1900
1,2B,27,1950,2050,2150
3,2B,27,2050,2150,2200
4,2B,27,1900,2227,2228
5,2B,27,1950,2040,2150
6,2B,27,1950,2000,2040
8,2B,27,1800,2000,2050
9,2B,27,1850,1900,2000
10,2B,27,1950,2000,2040
11,2B,27,2000,2100,2220
12,2B,27,1950,2200,2228
13,2B,27,2000,2100,2200
15,2B,27,1900,2050,2200
16,2B,27,1900,2050,2200
17,2B,27,1850,2100,2150
2,2B,28,1150,1230,1250
3,2B,28,950,1150,1256
4,2B,28,1100,1280,1300
5,2B,28,1200,1230,1240
6,2B,28,1254,1254,1255
7,2B,28,1200,1230,1300
8,2B,28,1000,1230,1250
9,2B,28,1500,1700,1800
10,2B,28,1254,1254,1255
11,2B,28,1000,1150,1200
12,2B,28,1150,1225,1300
13,2B,28,1200,1230,1250
14,2B,28,1150,1230,1300
15,2B,28,1100,1177.5,1255
16,2B,28,1180,1230,1250
17,2B,28,1150,1230,1300
4,2B,29,1420,1480,1500
8,2B,29,1500,1700,1750
14,2B,29,1970,1980,1986
1,2B,30,1500,1550,1560
2,2B,30,1100,1300,1550
3,2B,30,1350,1450,1550
4,2B,30,1150,1300,1400
5,2B,30,1400,1550,1560
6,2B,30,1250,1550,1565
7,2B,30,900,1100,1565
8,2B,30,1400,1560,1600
9,2B,30,1300,1350,1450
10,2B,30,1250,1550,1565
11,2B,30,1150,1250,1560
13,2B,30,1500,1560,1600
16,2B,30,1300,1495,1500
17,2B,30,1200,1300,1400
1,2B,31,2000,2150,2220
2,2B,31,1950,2050,2200
3,2B,31,2050,2100,2228
4,2B,31,1640,1750,1840
5,2B,31,2100,2200,2228
6,2B,31,2226,2227,2228
7,2B,31,2000,2100,2228
8,2B,31,1800,2000,2000
9,2B,31,1700,1900,2000
10,2B,31,2226,2227,2228
11,2B,31,1900,2000,2220
12,2B,31,1900,2200,2228
13,2B,31,1600,1700,2228
14,2B,31,2000,2100,2220
15,2B,31,1700,1775,1850
16,2B,31,1900,2100,2225
17,2B,31,2050,2050,2150
1,2B,32,1550,1650,1800
2,2B,32,1500,1700,1900
3,2B,32,1450,1850,1893
4,2B,32,1700,1850,1950
5,2B,32,1450,1850,1950
6,2B,32,1550,1560,1560
7,2B,32,1700,1800,1900
8,2B,32,1600,1900,2000
9,2B,32,1600,1700,1750
10,2B,32,1550,1560,1560
11,2B,32,1700,1750,1850
12,2B,32,1814,1850,1986
13,2B,32,1800,1900,1950
14,2B,32,1750,1820,1900
16,2B,32,1750,1820,1980
17,2B,32,1650,1750,1850
2,2B,33,1300,1450,1600
3,2B,33,2000,2200,2228
4,2B,33,1650,1685,1750
5,2B,33,1450,1550,1700
6,2B,33,1600,1700,1800
7,2B,33,1300,1450,1600
8,2B,33,1500,1750,1800
9,2B,33,1500,1500,1600
10,2B,33,1600,1700,1800
11,2B,33,1450,1500,1650
12,2B,33,1500,1600,1700
13,2B,33,1500,1650,1900
15,2B,33,1400,1500,1600
17,2B,33,1450,1520,1650
1,2B,34,1700,1800,1980
2,2B,34,1400,1500,1600
3,2B,34,1650,1800,1800
4,2B,34,1450,1700,1850
5,2B,34,1650,1750,1850
6,2B,34,1500,1900,2100
7,2B,34,1700,1850,1950
8,2B,34,1800,1900,2000
9,2B,34,1500,1650,1750
10,2B,34,1500,1900,2100
11,2B,34,1400,1700,1900
12,2B,34,1700,1800,1900
13,2B,34,1600,1750,2000
14,2B,34,1600,1700,1850
16,2B,34,1800,1900,2000
17,2B,34,1650,1780,1900
3,2B,35,850,1000,1030
4,2B,35,1100,1125,1150
5,2B,35,1700,1750,1800
6,2B,35,1400,1600,1800
8,2B,35,1400,1550,1600
9,2B,35,1400,1500,1600
13,2B,35,1500,1580,1600
1,2B,36,1650,1780,1830
2,2B,36,1600,1750,1900
3,2B,36,1780,1780,1893
4,2B,36,1400,1650,1700
5,2B,36,1600,1750,1800
6,2B,36,1900,1900,1900
7,2B,36,1600,1750,1850
8,2B,36,1600,1780,1800
9,2B,36,1500,1700,1750
10,2B,36,1900,1900,1900
11,2B,36,1700,1750,1800
12,2B,36,1720,1780,1850
13,2B,36,1700,1780,1850
14,2B,36,1700,1770,1800
16,2B,36,1650,1750,1800
17,2B,36,1600,1700,1800
4,2B,37,1780,1850,1880
6,2B,37,1500,1950,2200
8,2B,37,1550,1600,1600
5,3A,1,10,40,60
7,3A,1,10,50,100
9,3A,1,10,40,60
11,3A,1,0.4,30,60
13,3A,1,10,15,30
17,3A,1,16,25,60
1,3A,2,500000,2000000,10000000
2,3A,2,1500000,1700000,1900000
3,3A,2,1000000,1600000,1700000
4,3A,2,100,100000,200000
5,3A,2,40000,100000,200000
6,3A,2,20000,30000,40000
7,3A,2,1500000,1600000,2500000
9,3A,2,500000,1800000,2000000
10,3A,2,600000,1600000,3400000
11,3A,2,1000000,1700000,2000000
12,3A,2,200000,400000,2000000
13,3A,2,600000,1600000,3400000
14,3A,2,1000000,3000000,10000000
15,3A,2,1500000,2250000,3000000
16,3A,2,800000,1200000,1500000
17,3A,2,150000,170000,200000
2,3A,3,20,110,200
3,3A,3,100,260,333.4
4,3A,3,10,100,200
5,3A,3,10,15,40
6,3A,3,100,700,1000
9,3A,3,20,200,300
10,3A,3,40,2000,10000
11,3A,3,200,400,1000
12,3A,3,40,80,100
13,3A,3,100,200,400
15,3A,3,60,80,100
16,3A,3,2000,3000,4000
3,3A,4,20,90,100
4,3A,4,10,40,80
5,3A,4,0.2,2,10
6,3A,4,4,14,16
8,3A,4,20,30,40
9,3A,4,10,12,20
13,3A,4,10,40,100
1,3A,5,1,2,4
3,3A,5,2,8,10
4,3A,5,0.04,0.16,0.24
5,3A,5,0.2,0.4,1.6
6,3A,5,0.1,0.5,1
7,3A,5,0.3,1,2
9,3A,5,0.2,0.3,0.4
10,3A,5,0.1,0.2,2
11,3A,5,0.6,2,8
12,3A,5,0.04,0.12,0.4
13,3A,5,0.1,0.2,0.4
14,3A,5,0.1,0.4,1
16,3A,5,0.04,0.1,0.2
17,3A,5,0.2,0.7,2
3,3A,6,5,17,20
4,3A,6,1,7,16
5,3A,6,1,4,10
6,3A,6,6,50,100
9,3A,6,10,12,20
1,3A,7,2,30,80
2,3A,7,10,50,100
3,3A,7,20,35,50
4,3A,7,20,75,100
5,3A,7,0.5,1,4
6,3A,7,4,15,50
7,3A,7,10,40,100
8,3A,7,10,20,30
9,3A,7,40,50,60
10,3A,7,5,20,100
11,3A,7,20,50,200
12,3A,7,20,30,80
13,3A,7,5,20,100
14,3A,7,1,10,200
15,3A,7,10,55,100
16,3A,7,5,8,30
17,3A,7,60,70,100
1,3A,8,0.6,1,1.6
2,3A,8,0.02,0.1,0.8
3,3A,8,0.4,1.7,2
4,3A,8,0.2,0.36,0.4
5,3A,8,0.02,0.1,0.2
6,3A,8,0.02,0.2,0.6
7,3A,8,0.06,0.3,1
8,3A,8,0.1,0.4,1.2
9,3A,8,0.02,0.18,0.2
10,3A,8,0.02,0.2,0.6
11,3A,8,0.06,0.2,0.3
12,3A,8,0.04,0.2,0.3
13,3A,8,0.02,0.2,0.4
14,3A,8,0.04,3.2,70
16,3A,8,0.1,0.4,0.6
17,3A,8,0.04,0.06,0.14
5,3A,9,1,4,10
7,3A,9,0.4,8,30
9,3A,9,2,40,100
11,3A,9,0.2,10,30
17,3A,9,5,6,20
1,3A,10,6,50,100
2,3A,10,4,10,40
3,3A,10,10,50,80
4,3A,10,20,60,100
5,3A,10,2,20,100
6,3A,10,8,50,70
7,3A,10,1,8,20
8,3A,10,10,12,20
9,3A,10,10,50,80
10,3A,10,10,50,100
11,3A,10,6,16,60
12,3A,10,10,40,80
13,3A,10,20,80,140
14,3A,10,0.2,10,100
16,3A,10,20,36,60
17,3A,10,6,10,16
1,3A,12,2,100,200
2,3A,12,8,40,70
3,3A,12,50,160,200
4,3A,12,20,30,50
5,3A,12,4,10,40
6,3A,12,20,50,60
7,3A,12,4,40,100
8,3A,12,20,40,40
9,3A,12,10,60,100
10,3A,12,60,80,200
11,3A,12,8,30,100
12,3A,12,20,40,100
13,3A,12,10,40,200
14,3A,12,2,200,1000
15,3A,12,10,75,140
16,3A,12,8,16,40
17,3A,12,20,60,80
4,3A,13,250000,1250000,1750000
5,3A,14,0.02,0.08,0.4
7,3A,14,0.04,0.3,1
9,3A,14,0.08,0.3,0.4
11,3A,14,0.04,0.1,0.3
13,3A,14,0.06,0.1,0.3
17,3A,14,0.02,0.06,0.12
1,3A,15,1,10,20
2,3A,15,20,60,80
3,3A,15,3,5,6.7
4,3A,15,0.5,1.2,2
5,3A,15,0.5,2,5
6,3A,15,25,30,40
7,3A,15,10,30,50
8,3A,15,0.5,1.5,3
9,3A,15,10,50,100
10,3A,15,50,90,300
11,3A,15,0.2,0.5,2
12,3A,15,4,10,20
13,3A,15,3,25,100
14,3A,15,0.2,500,1000
15,3A,15,1,1.5,2
16,3A,15,10,25,60
17,3A,15,5,10,20
1,3A,16,4,32,40
2,3A,16,0.4,0.6,2
3,3A,16,4,24,40
4,3A,16,0.08,0.48,0.8
5,3A,16,0.4,1.2,4
6,3A,16,1.2,2,20
9,3A,16,4,10,16
10,3A,16,1.2,2,20
11,3A,16,6,12,20
12,3A,16,1.6,4,8
13,3A,16,0.2,0.6,1.2
15,3A,16,4,6,8
16,3A,16,4,7.2,12
17,3A,16,4,12,20
1,3A,17,25,30,300
2,3A,17,50,130,200
3,3A,17,100,250,300
4,3A,17,20,50,70
5,3A,17,0.5,20,50
6,3A,17,10,50,100
7,3A,17,200,250,300
9,3A,17,50,120,150
10,3A,17,10,50,100
11,3A,17,5,150,300
12,3A,17,100,150,200
13,3A,17,10,75,200
14,3A,17,1,100,1000
15,3A,17,200,250,300
16,3A,17,50,120,200
17,3A,17,50,70,120
1,3A,19,60,200,400
2,3A,19,10,50,160
3,3A,19,60,150,200
4,3A,19,100,150,200
5,3A,19,4,40,200
6,3A,19,40,100,200
7,3A,19,10,100,500
9,3A,19,80,140,200
10,3A,19,40,100,200
11,3A,19,4,12,14
12,3A,19,20,100,160
13,3A,19,100,300,600
14,3A,19,2,30,400
16,3A,19,12,30,40
17,3A,19,6,14,20
2,3A,20,2,8,20
3,3A,20,100,250,300
4,3A,20,10,15,20
5,3A,20,0.2,20,100
6,3A,20,8,20,30
7,3A,20,1,8,20
8,3A,20,40,80,120
9,3A,20,10,100,200
10,3A,20,10,20,60
11,3A,20,2,10,16
12,3A,20,4,8,20
