Expert_ID,Expert_type,Q_ID,Q5th,Q50th,Q95th
109,Expert,QI_129,0.071428571,2,5.857142857
109,Expert,QI_130,0.5,5,44.375
109,Expert,QI_131,0.375,6,21.75
109,Expert,QI_132,0.0001,5,11.42857143
109,Expert,QI_133,0.428571429,3,18.42857143
109,Expert,QI_134,0.0001,5,11.42857143
109,Expert,QI_135,0.0001,10,61.42857143
109,Expert,QI_136,0.428571429,3,12
109,Expert,QI_137,0.007142857,0.2,0.971428571
109,Expert,QI_138,0.0001,0.05,0.89375
109,Expert,QI_139,0.0001,10,22.85714286
109,Expert,QI_140,0.0001,3,5.571428571
109,Expert,QI_141,0.071428571,2,5.857142857
109,Expert,QI_142,0.007142857,0.2,2.514285714
109,Expert,QI_143,0.071428571,2,7.142857143
109,Expert,QI_144,0.857142857,6,24
109,Expert,QI_145,0.0001,25,57.14285714
109,Expert,QI_146,0.0001,0.8,1.7
109,Expert,QI_147,0.0001,8,36.28571429
109,Expert,QI_148,0.0001,8,29.85714286
109,Expert,QI_149,0.0001,1,4.857142857
109,Expert,QI_150,0.0001,8,41
109,Expert,QI_151,0.0001,4,13
109,Expert,QI_152,0.0001,7,19
109,Expert,QI_153,0.0001,8,18.5
109,Expert,QI_154,0.0001,1,4
109,Expert,QI_155,0.0001,3,28.5
109,Expert,QI_156,0.0001,4,20.5
109,Expert,QI_157,0.0001,8,18.5
109,Expert,QI_158,0.0001,3,21
109,Expert,QI_159,0.0001,4,10
109,Expert,QI_160,0.0001,10,70
109,Expert,QI_161,0.0001,5,20
110,Expert,CAL_3,400,600,1100
110,Expert,CAL_7,300,400,500
110,Expert,CAL_8,300,400,500
110,Expert,CAL_9,300,400,500
110,Expert,CAL_11,300,400,500
110,Expert,CAL_13,500,550,800
110,Expert,CAL_14,800,900,1000
110,Expert,CAL_15,800,1000,1200
110,Expert,CAL_16,0.0001,30,55.71428571
110,Expert,CAL_17,0.114285714,0.5,6.285714286
110,Expert,CAL_19,0.0001,30,49.28571429
110,Expert,CAL_20,0.714285714,2,5.857142857
110,Expert,CAL_21,0.714285714,2,12.28571429
110,Expert,CAL_25,0.0001,10,29.28571429
110,Expert,CAL_27,0.0001,30,81.42857143
110,Expert,QI_31,18.125,35,63.125
110,Expert,QI_32,0.3125,2,11
110,Expert,QI_33,0.357142857,1,6.142857143
110,Expert,QI_34,0.0875,0.2,0.5375
110,Expert,QI_35,0.3125,2,5.375
110,Expert,QI_36,1,10,15.625
110,Expert,QI_37,1,10,55
110,Expert,QI_38,0.99,1,2.125
110,Expert,QI_39,0.428571429,3,12
110,Expert,QI_40,0.4375,1,2.125
110,Expert,QI_41,0.3125,2,5.375
110,Expert,QI_42,0.4375,1,3.25
110,Expert,QI_43,0.25,7,12.625
110,Expert,QI_44,8.75,20,53.75
110,Expert,QI_45,0.5,5,10.625
110,Expert,QI_46,9.375,15,54.375
110,Expert,QI_47,0.875,2,11
110,Expert,QI_48,0.3125,2,5.375
110,Expert,QI_49,8.75,20,36.875
110,Expert,QI_50,0.875,2,5.375
110,Expert,QI_51,14.28571429,40,65.71428571
110,Expert,QI_52,0.071428571,2,5.857142857
110,Expert,QI_53,0.357142857,1,6.142857143
110,Expert,QI_54,0.071428571,0.2,2.514285714
110,Expert,QI_55,0.307692308,1,6.538461538
110,Expert,QI_56,0.285714286,8,10.57142857
110,Expert,QI_57,0.0001,15,27.85714286
110,Expert,QI_58,0.99,1,2.285714286
110,Expert,QI_59,0.714285714,2,9.714285714
110,Expert,QI_60,0.499,0.5,6.285714286
110,Expert,QI_61,0.357142857,1,6.142857143
110,Expert,QI_62,0.499,0.5,6.285714286
110,Expert,QI_63,0.0001,5,11.42857143
110,Expert,QI_64,8.571428571,15,40.71428571
110,Expert,QI_65,0.714285714,2,18.71428571
110,Expert,QI_66,7.142857143,20,26.42857143
110,Expert,QI_67,0.714285714,2,12.28571429
110,Expert,QI_68,0.071428571,2,5.857142857
110,Expert,QI_69,7.142857143,20,26.42857143
110,Expert,QI_70,0.714285714,2,5.857142857
110,Expert,QI_71,0.1875,3,10.875
110,Expert,QI_72,0.4375,1,5.5
110,Expert,QI_73,0.3125,2,11
110,Expert,QI_74,0.375,15,54.375
110,Expert,QI_75,0.0001,15,43.125
110,Expert,QI_76,0.0001,5,10.625
110,Expert,QI_77,0.1875,3,5.25
110,Expert,QI_78,0.1875,3,5.25
110,Expert,QI_79,1.875,30,52.5
110,Expert,QI_80,0.357142857,1,6.142857143
110,Expert,QI_81,0.875,2,5.375
110,Expert,QI_82,0.3125,2,11
110,Expert,QI_83,0.0001,10,22.85714286
110,Expert,QI_84,17.5,40,62.5
110,Expert,QI_85,2.5,25,81.25
110,Expert,QI_86,7.5,30,52.5
110,Expert,QI_87,0.071428571,2,9.714285714
110,Expert,QI_88,0.357142857,1,6.142857143
110,Expert,QI_89,0.357142857,1,10
110,Expert,QI_90,0.0001,18,59.14285714
110,Expert,QI_91,0.0001,18,46.28571429
110,Expert,QI_92,0.0001,10,16.42857143
110,Expert,QI_93,0.0001,5,11.42857143
110,Expert,QI_94,0.0001,5,11.42857143
110,Expert,QI_95,0.0001,25,57.14285714
110,Expert,QI_96,0.499,0.5,5
110,Expert,QI_97,0.714285714,2,5.857142857
110,Expert,QI_98,0.071428571,2,12.28571429
110,Expert,QI_99,0.0001,10,22.85714286
110,Expert,QI_100,15.71428571,35,67.14285714
110,Expert,QI_101,0.714285714,20,71.42857143
110,Expert,QI_102,4.285714286,30,30.1
110,Expert,QI_103,0.026209524,0.0446,0.113024603
110,Expert,QI_104,0.114285714,0.5,0.885714286
110,Expert,QI_105,24.57142857,26.5,28.42857143
110,Expert,QI_106,21.42857143,24,31.71428571
110,Expert,QI_107,28.28571429,36,41.14285714
110,Expert,QI_108,9.142857143,13,15.57142857
110,Expert,QI_109,2.857142857,3.5,4.785714286
110,Expert,QI_110,1.571428571,3.5,3.51
110,Expert,QI_111,4.714285714,6,7.285714286
110,Expert,QI_112,0.25,2.5,5.3125
110,Expert,QI_113,0.25,2.5,5.3125
110,Expert,QI_114,0.25,2.5,5.3125
110,Expert,QI_115,0.25,2.5,5.3125
110,Expert,QI_116,0.25,2.5,5.3125
110,Expert,QI_117,3.125,20,42.5
110,Expert,QI_118,0.25,2.5,5.3125
110,Expert,QI_119,1,10,15.625
110,Expert,QI_120,8.125,25,41.875
110,Expert,QI_121,0.375,1.5,3.1875
110,Expert,QI_122,8.125,25,41.875
110,Expert,QI_123,8.125,25,41.875
110,Expert,QI_124,0.0001,3,5.571428571
110,Expert,QI_125,0.071428571,2,5.857142857
110,Expert,QI_126,0.071428571,2,5.857142857
110,Expert,QI_127,0.357142857,1,6.142857143
110,Expert,QI_128,0.0001,10,26.875
110,Expert,QI_129,0.3125,2,5.375
110,Expert,QI_130,0.125,8,21.5
110,Expert,QI_131,1,10,15.625
110,Expert,QI_132,1.428571429,40,65.71428571
110,Expert,QI_133,2.142857143,15,34.28571429
110,Expert,QI_134,0.875,2,5.375
110,Expert,QI_135,0.0001,10,15.625
110,Expert,QI_136,0.75,3,5.25
110,Expert,QI_137,0.071428571,2,5.857142857
110,Expert,QI_138,0.071428571,2,5.857142857
110,Expert,QI_139,0.071428571,2,5.857142857
110,Expert,QI_140,0.071428571,2,5.857142857
110,Expert,QI_141,0.071428571,2,5.857142857
110,Expert,QI_142,2.142857143,15,47.14285714
110,Expert,QI_143,0.071428571,2,5.857142857
110,Expert,QI_144,0.0001,12,15.85714286
110,Expert,QI_145,4.857142857,28,43.42857143
110,Expert,QI_146,0.357142857,1,3.571428571
110,Expert,QI_147,4.857142857,28,43.42857143
110,Expert,QI_148,4.857142857,28,43.42857143
110,Expert,QI_149,0.071428571,2,5.857142857
110,Expert,QI_150,0.0001,3,5.571428571
110,Expert,QI_151,0.357142857,1,6.142857143
110,Expert,QI_152,0.071428571,2,5.857142857
110,Expert,QI_153,0.0001,10,29.28571429
110,Expert,QI_154,0.357142857,1,6.142857143
110,Expert,QI_155,0.0001,5,24.28571429
110,Expert,QI_156,0.0001,10,16.42857143
110,Expert,QI_157,4.285714286,30,68.57142857
110,Expert,QI_158,3.571428571,10,35.71428571
110,Expert,QI_159,0.714285714,2,5.857142857
110,Expert,QI_160,0.0001,15,17.57142857
110,Expert,QI_161,0.0001,5,8.857142857
111,Expert,CAL_3,385.7142857,450,771.4285714
111,Expert,CAL_7,330.7692308,400,538.4615385
111,Expert,CAL_8,311.5384615,450,519.2307692
111,Expert,CAL_9,261.5384615,400,607.6923077
111,Expert,CAL_11,397.0588235,450,714.7058824
111,Expert,CAL_13,445.8823529,520,551.7647059
111,Expert,CAL_14,740,800,1040
111,Expert,CAL_15,888.5714286,940,1017.142857
111,Expert,CAL_16,3.571428571,55,74.28571429
111,Expert,CAL_17,3.2,8,12.8
111,Expert,CAL_19,0.0001,10,21.07692308
111,Expert,CAL_20,2.142857143,6,17.57142857
111,Expert,CAL_21,4.4,8,12.8
111,Expert,CAL_25,15,38,65
111,Expert,CAL_27,2.125,28,47.125
111,Expert,QI_31,4.625,35,91.25
111,Expert,QI_32,1.625,5,16.25
111,Expert,QI_33,0.230769231,3,12.69230769
111,Expert,QI_34,0.894117647,1,2.058823529
111,Expert,QI_35,0.230769231,3,9.923076923
111,Expert,QI_36,2.4,6,16.8
111,Expert,QI_37,6.5,20,36.875
111,Expert,QI_38,1.875,3,10.875
111,Expert,QI_39,2.8,4,13.6
111,Expert,QI_40,3,12,35.14285714
111,Expert,QI_41,0.88,1,4.6
111,Expert,QI_42,1.861538462,2,6.153846154
111,Expert,QI_43,4.75,7,12.625
111,Expert,QI_44,14,32,98.70588235
111,Expert,QI_45,1.882352941,4,15.64705882
111,Expert,QI_46,20,35,75
111,Expert,QI_47,3.714285714,5,14
111,Expert,QI_48,0.6,3,6.6
111,Expert,QI_49,22.5,45,73.125
111,Expert,QI_50,0.8,8,27.2
111,Expert,QI_51,0.0001,45,99.9999
111,Expert,QI_52,0.75,3,10.875
111,Expert,QI_53,0.0001,5,14.69230769
111,Expert,QI_54,0.470588235,1,2.058823529
111,Expert,QI_55,0.727272727,4,10.54545455
111,Expert,QI_56,4.142857143,8,23.42857143
111,Expert,QI_57,9.4,25,49
111,Expert,QI_58,1.142857143,5,11.42857143
111,Expert,QI_59,0.714285714,2,5.857142857
111,Expert,QI_60,6.692307692,15,35.76923077
111,Expert,QI_61,0.615384615,2,7.538461538
111,Expert,QI_62,0.85,1,5.5
111,Expert,QI_63,2.75,5,10.625
111,Expert,QI_64,5.875,25,92.5
111,Expert,QI_65,3.6,6,20.4
111,Expert,QI_66,26.6,35,89
111,Expert,QI_67,4.75,7,23.875
111,Expert,QI_68,0.6,3,6.6
111,Expert,QI_69,10.625,50,72.5
111,Expert,QI_70,0.0001,6,24
111,Expert,QI_71,2.4,6,20.4
111,Expert,QI_72,1.875,3,6.375
111,Expert,QI_73,1.714285714,3,6.857142857
111,Expert,QI_74,1.428571429,4,9.142857143
111,Expert,QI_75,0.846153846,5,14.69230769
111,Expert,QI_76,2.428571429,14,66.71428571
111,Expert,QI_77,2.230769231,5,17.46153846
111,Expert,QI_78,1.615384615,3,7.153846154
111,Expert,QI_79,2.625,15,60
111,Expert,QI_80,0.4,1,1.12
111,Expert,QI_81,1.99,2,5.857142857
111,Expert,QI_82,0.88,1,4.6
111,Expert,QI_83,3.5,8,32.75
111,Expert,QI_84,3,12,48
111,Expert,QI_85,3.529411765,30,93.52941176
111,Expert,QI_86,1.4,5,32.6
111,Expert,QI_87,1.571428571,8,23.42857143
111,Expert,QI_88,0.4,4,8.8
111,Expert,QI_89,3.714285714,5,8.857142857
111,Expert,QI_90,2.846153846,7,13.92307692
111,Expert,QI_91,2.615384615,4,12.30769231
111,Expert,QI_92,2.428571429,14,66.71428571
111,Expert,QI_93,0.0001,2,4.769230769
111,Expert,QI_94,0.5,2,6.5
111,Expert,QI_95,0.0001,12,51.6
111,Expert,QI_96,0.88,1,2.2
111,Expert,QI_97,2.714285714,4,7.857142857
111,Expert,QI_98,1.871428571,2,5.857142857
111,Expert,QI_99,5.5,10,38.125
111,Expert,QI_100,5.692307692,14,56.92307692
111,Expert,QI_101,0.176470588,15,46.76470588
111,Expert,QI_102,0.6,3,16.2
111,Expert,QI_103,0.0001,0.005,0.275
111,Expert,QI_104,0.1,0.5,0.8
111,Expert,QI_105,13.6,22,29.2
111,Expert,QI_106,19,28,32.5
111,Expert,QI_107,34.7,36.5,46.7
111,Expert,QI_108,11.8,13,15.4
111,Expert,QI_109,2.88,3,5.4
111,Expert,QI_110,2.8,4,5.2
111,Expert,QI_111,5.871428571,6,6.128571429
111,Expert,QI_112,0.0001,1,2.058823529
111,Expert,QI_113,0.0001,1,3.117647059
111,Expert,QI_114,1.941176471,3,5.117647059
111,Expert,QI_115,1.99,2,4.117647059
111,Expert,QI_116,0.99,1,2.125
111,Expert,QI_117,2.875,4,16.375
111,Expert,QI_118,1.99,2,5.176470588
111,Expert,QI_119,3.875,5,8.375
111,Expert,QI_120,0.8,2,4.4
111,Expert,QI_121,0.0001,1,1.01
111,Expert,QI_122,2.75,5,8.375
111,Expert,QI_123,2.875,4,6.25
111,Expert,QI_124,0.0001,2,4.117647059
111,Expert,QI_125,4.75,7,12.625
111,Expert,QI_126,1.941176471,3,5.117647059
111,Expert,QI_127,1.6,4,6.4
111,Expert,QI_128,15,20,35
111,Expert,QI_129,3.941176471,5,7.117647059
111,Expert,QI_130,4.941176471,6,10.23529412
111,Expert,QI_131,15,25,50
111,Expert,QI_132,4.411764706,15,28.76470588
111,Expert,QI_133,2.882352941,5,8.176470588
111,Expert,QI_134,0.75,3,5.25
111,Expert,QI_135,4.882352941,7,12.29411765
111,Expert,QI_136,0.941176471,2,3.058823529
111,Expert,QI_137,0.0001,1,1.01
111,Expert,QI_138,0.0001,2,3.125
111,Expert,QI_139,2.875,4,6.25
111,Expert,QI_140,1.8,3,5.4
111,Expert,QI_141,0.0001,1,3.4
111,Expert,QI_142,1.6,4,13.6
111,Expert,QI_143,0.99,1,3.4
111,Expert,QI_144,2.875,4,6.25
111,Expert,QI_145,0.0001,1,3.4
111,Expert,QI_146,0.0001,0.0001,1.285714286
111,Expert,QI_147,2.6,5,8.6
111,Expert,QI_148,1.875,3,5.25
111,Expert,QI_149,0.0001,1,1.01
111,Expert,QI_150,1.8,3,6.6
111,Expert,QI_151,0.875,2,4.25
111,Expert,QI_152,0.714285714,2,3.285714286
111,Expert,QI_153,4.117647059,20,41.17647059
111,Expert,QI_154,0.764705882,5,7.117647059
111,Expert,QI_155,2.875,4,7.375
111,Expert,QI_156,14.41176471,25,51.47058824
111,Expert,QI_157,4.117647059,20,35.88235294
111,Expert,QI_158,3.823529412,7,12.29411765
111,Expert,QI_159,0.4,4,7.6
111,Expert,QI_160,4.375,10,15.625
111,Expert,QI_161,0.875,2,3.125
112,Expert,CAL_3,642.8571429,900,2057.142857
112,Expert,CAL_7,242.8571429,500,628.5714286
112,Expert,CAL_8,371.4285714,500,628.5714286
112,Expert,CAL_9,437.5,1900,2012.5
112,Expert,CAL_11,662.5,1000,2125
112,Expert,CAL_13,514.2857143,900,1028.571429
112,Expert,CAL_14,285.7142857,800,1057.142857
112,Expert,CAL_15,257.1428571,900,901
112,Expert,CAL_16,3.75,60,82.5
112,Expert,CAL_17,1.625,5,27.5
112,Expert,CAL_19,7.142857143,20,58.57142857
112,Expert,CAL_20,2.142857143,15,47.14285714
112,Expert,CAL_21,0.625,40,51.25
112,Expert,CAL_25,4.285714286,30,68.57142857
112,Expert,CAL_27,7.5,30,41.25
112,Expert,QI_31,0.0001,60,93.75
112,Expert,QI_32,0.375,15,26.25
112,Expert,QI_33,4.75,7,27.25
112,Expert,QI_34,0.3125,2,5.375
112,Expert,QI_35,0.0001,5,24.28571429
112,Expert,QI_36,1.875,30,63.75
112,Expert,QI_37,3.125,20,31.25
112,Expert,QI_38,0.3125,2,5.375
112,Expert,QI_39,2.142857143,15,47.14285714
112,Expert,QI_40,4.625,8,15.875
112,Expert,QI_41,4.625,8,21.5
112,Expert,QI_42,0.0001,6,8.571428571
112,Expert,QI_43,3.125,20,20.1
112,Expert,QI_44,7.142857143,20,45.71428571
112,Expert,QI_45,0.428571429,3,9.428571429
112,Expert,QI_46,7.142857143,20,71.42857143
112,Expert,QI_47,0.857142857,6,11.14285714
112,Expert,QI_48,0.071428571,2,5.857142857
112,Expert,QI_49,7.142857143,20,45.71428571
112,Expert,QI_50,1,10,21.25
112,Expert,QI_51,0.0001,45,90
112,Expert,QI_52,3.571428571,10,22.85714286
112,Expert,QI_53,4.375,10,32.5
112,Expert,QI_54,0.05,0.5,4.4375
112,Expert,QI_55,0.714285714,20,45.71428571
112,Expert,QI_56,0.714285714,20,90.71428571
112,Expert,QI_57,2.875,22,42.25
112,Expert,QI_58,0.0001,6,10.5
112,Expert,QI_59,0.0001,5,21.875
112,Expert,QI_60,0.0001,10,21.25
112,Expert,QI_61,0.0001,15,26.25
112,Expert,QI_62,0.0001,5,12.875
112,Expert,QI_63,4.142857143,8,36.28571429
112,Expert,QI_64,4.285714286,30,55.71428571
112,Expert,QI_65,0.0001,5,11.42857143
112,Expert,QI_66,4.285714286,30,68.57142857
112,Expert,QI_67,4.142857143,8,17
112,Expert,QI_68,0.071428571,2,12.28571429
112,Expert,QI_69,2.142857143,15,47.14285714
112,Expert,QI_70,0.0001,30,41.25
112,Expert,QI_71,2,8,10
112,Expert,QI_72,0.3125,2,3.125
112,Expert,QI_73,0.1875,3,5.25
112,Expert,QI_74,7.5,30,41.25
112,Expert,QI_75,9.375,15,43.125
112,Expert,QI_76,9.75,12,32.25
112,Expert,QI_77,0.357142857,1,6.142857143
112,Expert,QI_78,0.0625,4,5.125
112,Expert,QI_79,3.75,15,20.625
112,Expert,QI_80,0.875,2,3.125
112,Expert,QI_81,0.4375,1,2.125
112,Expert,QI_82,0.4375,1,3.25
112,Expert,QI_83,0.625,4,8.5
112,Expert,QI_84,6.25,40,73.75
112,Expert,QI_85,3.75,60,82.5
112,Expert,QI_86,14.375,20,31.25
112,Expert,QI_87,0.0001,10,16.42857143
112,Expert,QI_88,0.99,1,7.428571429
112,Expert,QI_89,0.857142857,6,8.571428571
112,Expert,QI_90,2.857142857,35,41.42857143
112,Expert,QI_91,4.285714286,30,42.85714286
112,Expert,QI_92,5.714285714,25,70
112,Expert,QI_93,0.714285714,2,5.857142857
112,Expert,QI_94,0.0001,6,8.571428571
112,Expert,QI_95,3.571428571,10,48.57142857
112,Expert,QI_96,0.714285714,2,3.285714286
112,Expert,QI_97,0.714285714,2,5.857142857
112,Expert,QI_98,0.428571429,3,4.285714286
112,Expert,QI_99,0.0001,7,10.85714286
112,Expert,QI_100,12.85714286,45,64.28571429
112,Expert,QI_101,4.285714286,30,94.28571429
112,Expert,QI_102,8.571428571,15,21.42857143
112,Expert,QI_103,0.048875,0.05,0.051125
112,Expert,QI_104,0.171428571,0.3,0.557142857
112,Expert,QI_105,17.51428571,28.7,30.37142857
112,Expert,QI_106,19.42857143,22,29.71428571
112,Expert,QI_107,38.71428571,40,46.42857143
112,Expert,QI_108,7.428571429,10,16.42857143
112,Expert,QI_109,2.99,3,5.571428571
112,Expert,QI_110,1.99,2,4.571428571
112,Expert,QI_111,2.428571429,5,6.285714286
112,Expert,QI_112,0.5,1,2
112,Expert,QI_113,0.5,1,2
112,Expert,QI_114,0.5,2,5
112,Expert,QI_115,0.5,2,5
112,Expert,QI_116,1,2,3
112,Expert,QI_117,0.5,1,2
112,Expert,QI_118,4,6,8
112,Expert,QI_119,5,6,15
112,Expert,QI_120,4.625,8,21.5
112,Expert,QI_121,2,3,4
112,Expert,QI_122,4,8,15
112,Expert,QI_123,3,7,15
112,Expert,QI_124,2,3,5
112,Expert,QI_125,0.5,3,5
112,Expert,QI_126,0.5,3,5
112,Expert,QI_127,3,8,12
112,Expert,QI_128,5,8,10
112,Expert,QI_129,0.5,3,4
112,Expert,QI_130,2,5,7
112,Expert,QI_131,5,8,15
112,Expert,QI_132,5,15,25
112,Expert,QI_133,5,8,15
112,Expert,QI_134,1,2,3
112,Expert,QI_135,5,10,15
112,Expert,QI_136,1,3,5
112,Expert,QI_137,0.4375,1,2.125
112,Expert,QI_138,0.4375,1,3.25
112,Expert,QI_139,0.5,5,10.625
112,Expert,QI_140,0.625,4,6.25
112,Expert,QI_141,0.75,3,4.125
112,Expert,QI_142,0.875,2,3.125
112,Expert,QI_143,1.25,8,15.875
112,Expert,QI_144,3.5,8,21.5
112,Expert,QI_145,4.875,6,16.125
112,Expert,QI_146,1.875,3,6.375
112,Expert,QI_147,4.375,10,21.25
112,Expert,QI_148,2.5,7,21.625
112,Expert,QI_149,0.875,2,7.625
112,Expert,QI_150,0.0625,4,6.25
112,Expert,QI_151,0.3125,2,4.25
112,Expert,QI_152,3.5,8,15.875
112,Expert,QI_153,1.875,12,15.375
112,Expert,QI_154,0.3125,2,3.125
112,Expert,QI_155,2.375,8,12.5
112,Expert,QI_156,4.875,6,12.75
112,Expert,QI_157,3.125,20,25.625
112,Expert,QI_158,4.625,8,15.875
112,Expert,QI_159,0.75,3,4.125
112,Expert,QI_160,4.625,8,15.875
112,Expert,QI_161,1.625,5,10.625
201,Expert,CAL_3,475,700,1037.5
201,Expert,CAL_7,350,400,520
201,Expert,CAL_8,350,400,520
201,Expert,CAL_9,350,400,520
201,Expert,CAL_11,594.1176471,700,911.7647059
201,Expert,CAL_13,394.1176471,500,711.7647059
201,Expert,CAL_14,387.5,500,950
201,Expert,CAL_15,387.5,500,950
201,Expert,CAL_16,25,70,85
201,Expert,CAL_17,0.411764706,2,10.47058824
201,Expert,CAL_19,0.0001,5,30.71428571
201,Expert,CAL_20,0.0001,3,18.42857143
201,Expert,CAL_21,0.0001,5,30.71428571
201,Expert,CAL_25,19.375,25,70
201,Expert,CAL_27,3.75,60,71.25
201,Expert,QI_31,27.35294118,75,96.17647059
201,Expert,QI_32,0.5,5,21.875
201,Expert,QI_33,0.0001,0.5,2.1875
201,Expert,QI_34,0.0001,10,26.875
201,Expert,QI_35,0.764705882,5,20.88235294
201,Expert,QI_36,1.529411765,10,47.05882353
201,Expert,QI_37,4.125,12,32.25
201,Expert,QI_38,0.375,15,31.875
201,Expert,QI_39,0.764705882,5,15.58823529
201,Expert,QI_40,0.094117647,2,5.176470588
201,Expert,QI_41,1.25,8,15.875
201,Expert,QI_42,0.5,5,16.25
201,Expert,QI_43,0.764705882,5,10.29411765
201,Expert,QI_44,2.375,8,27.125
201,Expert,QI_45,0.1875,3,10.875
201,Expert,QI_46,8.75,20,65
201,Expert,QI_47,0.5,5,12.875
201,Expert,QI_48,1.25,8,21.5
201,Expert,QI_49,4.125,30,52.5
201,Expert,QI_50,0.0001,5,16.25
201,Expert,QI_51,18.125,80,96.875
201,Expert,QI_52,0.352941176,3,21
201,Expert,QI_53,0.0001,0.8,2.7125
201,Expert,QI_54,0.0001,10,26.875
201,Expert,QI_55,0.588235294,8,26
201,Expert,QI_56,4.411764706,15,57.35294118
201,Expert,QI_57,3.125,20,42.5
201,Expert,QI_58,0.0001,10,38.125
201,Expert,QI_59,0.470588235,1,8.411764706
201,Expert,QI_60,0.352941176,3,6.176470588
201,Expert,QI_61,0.5,5,10.625
201,Expert,QI_62,0.1875,3,18.75
201,Expert,QI_63,0.352941176,3,12.52941176
201,Expert,QI_64,2.125,10,32.5
201,Expert,QI_65,0.0001,5,12.875
201,Expert,QI_66,11.875,40,73.75
201,Expert,QI_67,0.0625,4,16.375
201,Expert,QI_68,1.25,8,21.5
201,Expert,QI_69,3.5,35,51.875
201,Expert,QI_70,0.0001,7,16
201,Expert,QI_71,0.0001,5,11.42857143
201,Expert,QI_72,0.0001,5,11.42857143
201,Expert,QI_73,0.0001,5,11.42857143
201,Expert,QI_74,0.0001,10,22.85714286
201,Expert,QI_75,0.0001,10,22.85714286
201,Expert,QI_76,0.0001,5,11.42857143
201,Expert,QI_77,0.0001,5,11.42857143
201,Expert,QI_78,0.0001,5,11.42857143
201,Expert,QI_79,1.857142857,7,17.28571429
201,Expert,QI_80,1.857142857,7,17.28571429
201,Expert,QI_81,6.142857143,10,35.71428571
201,Expert,QI_82,6.142857143,10,35.71428571
201,Expert,QI_83,6.142857143,10,35.71428571
201,Expert,QI_84,0.0001,5,11.42857143
201,Expert,QI_85,0.0001,5,11.42857143
201,Expert,QI_86,0.0001,5,11.42857143
201,Expert,QI_87,0.0001,3,9.428571429
201,Expert,QI_88,0.0001,3,9.428571429
201,Expert,QI_89,0.0001,3,9.428571429
201,Expert,QI_90,2.142857143,15,27.85714286
201,Expert,QI_91,2.142857143,15,27.85714286
201,Expert,QI_92,0.0001,3,9.428571429
201,Expert,QI_93,0.0001,3,9.428571429
201,Expert,QI_94,0.0001,3,9.428571429
201,Expert,QI_95,1.142857143,5,14
201,Expert,QI_96,1.142857143,5,14
201,Expert,QI_97,9.428571429,12,48
201,Expert,QI_98,9.428571429,12,48
201,Expert,QI_99,9.428571429,12,48
201,Expert,QI_100,0.0001,5,11.42857143
201,Expert,QI_101,0.0001,3,12
201,Expert,QI_102,0.0001,3,12
201,Expert,QI_103,0.0001,5,8.375
201,Expert,QI_104,0.0001,0.5,0.8
201,Expert,QI_105,8.75,20,22.25
201,Expert,QI_106,23.25,30,32.25
201,Expert,QI_107,34.375,40,45.625
201,Expert,QI_108,2.1875,9.5,12.3125
201,Expert,QI_109,0.625,4,5.125
201,Expert,QI_110,0.499,0.5,1.0625
201,Expert,QI_111,1.0625,5,6.125
201,Expert,QI_112,0.5,1.5,5
201,Expert,QI_113,0.0001,5,11.42857143
201,Expert,QI_114,0.5,2,5
201,Expert,QI_115,0.0001,8,23.42857143
201,Expert,QI_116,0.5,3,8
201,Expert,QI_117,0.1875,3,10.875
201,Expert,QI_118,1.5,7,15
201,Expert,QI_119,0.0001,10,22.85714286
201,Expert,QI_120,2,9,25
201,Expert,QI_121,0.0001,8,17
201,Expert,QI_122,5,12,30
201,Expert,QI_123,2,5,15
201,Expert,QI_124,0.5,3,10
201,Expert,QI_125,1.25,8,15.875
201,Expert,QI_126,0.5,2,8
201,Expert,QI_127,1,3,8
201,Expert,QI_128,1,8,20
201,Expert,QI_129,1.857142857,7,17.28571429
201,Expert,QI_130,1,8,20
201,Expert,QI_131,4.99,5,16.25
201,Expert,QI_132,4.75,7,66.625
201,Expert,QI_133,2.142857143,15,47.14285714
201,Expert,QI_134,0.5,5,16.25
201,Expert,QI_135,0.0001,9,43.875
201,Expert,QI_136,0.3125,2,11
201,Expert,QI_137,0.0001,1,5.5
201,Expert,QI_138,0.0001,3,10.5
201,Expert,QI_139,0.1875,3,6.375
201,Expert,QI_140,0.0001,8,33.5
201,Expert,QI_141,0.0001,2.5,10.9375
201,Expert,QI_142,0.0001,2,11
201,Expert,QI_143,0.0001,6,16.125
201,Expert,QI_144,0.0001,15,30
201,Expert,QI_145,0.0001,10,32.5
201,Expert,QI_146,0.0001,10,32.5
201,Expert,QI_147,1.5,15,37.5
201,Expert,QI_148,0.5,5,21.875
201,Expert,QI_149,0.0001,2,8.75
201,Expert,QI_150,3.25,10,21.25
201,Expert,QI_151,0.0001,1.5,8.8125
201,Expert,QI_152,0.1875,3,10.875
201,Expert,QI_153,0.75,12,26.625
201,Expert,QI_154,0.5,5,15.5
201,Expert,QI_155,0.0001,10,26.875
201,Expert,QI_156,2.875,4,18.625
201,Expert,QI_157,0.0001,10,66.25
201,Expert,QI_158,0.0001,15,52.5
201,Expert,QI_159,0.0001,7,20.5
201,Expert,QI_160,0.0001,10,48.57142857
201,Expert,QI_161,0.0001,5,20
202,Expert,CAL_3,250,700,925
202,Expert,CAL_7,300,500,600
202,Expert,CAL_8,82.35294118,400,611.7647059
